ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
34112,simple,T699EON,Damini Style Pink Ruby Color Maang Tikka,1,0,visible,,"? Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan & Pearl Maang Tikka/Matha patti designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this maang tikka/Matha patti from is what you need. \n? Featuring attractive designs, this maang tikka/Matha patti can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing this maang tikka/Matha patti. \n? This maang tikka is studded with rhodolite & green coloured Semi precious kundan/polki and pearl with gold bead drops.\n? Comes with micro gold polished. \n? It has copper metal base. \n? Gives a rich yet elegant touch to your attire. \n\n",,,taxable,,1,4,,0,0,,,,,0,,,8300,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956603160.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956603161.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956603162.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956603163.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956603174.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956603175.jpg",,,,,,,,,0,,,,,,,,
34131,simple,T695ON,Big Gold Moti Mini Semi Precious Maang Tikka,1,0,visible,,"? Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Maang Tikka designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this maang tikka from is what you need. \n? Featuring attractive designs, this maang tikka can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing this maang tikka. \n? This maang tikka is studded with topaz coloured Semi precious kundan/polki and pearl drops.\n? Comes micro gold polished. \n? It has copper metal base. \n? Give a rich yet elegant touch to your attire. \n\n",,,taxable,,1,7,,0,0,,,,,0,,,1200,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956596710.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956596711.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956596722.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956596723.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956596724.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956596725.jpg",,,,,,,,,0,,,,,,,,
34132,simple,T690ON,Exclusive Polki Style Red Bead Matha Patti/ Passa/ Head Chain,1,0,visible,,"? Womens Real Look, Traditional Micro Gold Polished Semi Precious Kundan & Stones Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from Studio is what you need. \n? Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees. \n? So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla. \n? This is carved beautifully & studded with Semi Precious Kundan & Stones.\n? Comes micro Gold polished. \n? It has a Copper metal base. \n? Gives a rich yet elegant touch to your attire. \n\n",,,taxable,,1,10,,0,0,,,,,0,,,1800,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956590830.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956590831.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956590832.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956590833.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956590834.jpg",,,,,,,,,0,,,,,,,,
34151,simple,T688ON,ANTIQUE GREEN GOLD POLISHED TIKKA/ MAANG TIKKA,1,0,visible,,"? Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Maang Tikka designed by Yosshita & Neha. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then this maang tikka from is what you need. \n? Featuring attractive designs, this maang tikka can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing this maang tikka. \n? This maang tikka is studded with pearls & white coloured Semi precious kundan/polki and pearl drops.\n? This tikka has very delicate filligree work\n? Comes micro gold polished with red and green enamel work.\n? It has copper metal base. \n? Give a rich yet elegant touch to your attire. \n\n",,,taxable,,1,1,,0,0,,,,,0,,,700,Jewellery > Tikka,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956588330.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956588331.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956588342.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956588343.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956588344.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15956588345.jpg",,,,,,,,,0,,,,,,,,
34156,simple,K36AON,Traditional Micro Gold Polished Semi Precious Polki/Kundan Jewellery Set for Women,1,0,visible,,"? Women's Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Jewellery Necklace Set designed by Yosshita & Neha. \n?If you want to mesmerize those beholders at the next wedding or engagement party, then this jewel set from is what you need. \n?Featuring attractive designs, this jewel set can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n?So enhance your style quotient on almost any occasion by wearing this jewel set. \n?This necklace is studded with White, Green and Red Semi precious kundan/polki.\n?Comes micro gold polished with enamel work. \n?It has copper metal base. \n?Give a rich yet elegant touch to your attire. \n?Dori attached for locking. \n?The set has matching earrings, with similar pattern as the necklace.\n",,,taxable,,1,1,,0,0,,,,,0,,,7000,Jewellery > Neclace Sets > Vilandi / Polki,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16000821280.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16000822351.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16000822362.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16000822363.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16000822364.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16000822365.jpg",,,,,,,,,0,,,,,,,,
34157,simple,EAR1256ON,Traditional Micro Gold Polished Semi Precious Stone Earrings for Women.,1,0,visible,,"? Traditional Micro Gold Polished Semi Precious Stone Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with ruby and white coloured semi precious stones and pearl drops.\n? Comes micro gold polished. \n? It has copper metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,22,,0,0,,,,,0,,,500,Jewellery > Earrings > Bugadi,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065612140.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065612141.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065612142.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065612153.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065612154.jpg",,,,,,,,,0,,,,,,,,
34158,simple,EAR1255ON,Traditional Micro Gold Polished Semi Precious Stone Earrings for Women.,1,0,visible,,"? Traditional Micro Gold Polished Semi Precious Stone Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with ruby coloured semi precious stones and pearl drops.\n? Comes micro gold polished. \n? It has copper metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,22,,0,0,,,,,0,,,600,Jewellery > Earrings > Bugadi,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065611280.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065611281.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065611292.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065611293.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065611294.jpg",,,,,,,,,0,,,,,,,,
34160,simple,EAR1254ON,Traditional Micro Gold Polished Semi Precious Stone Earrings for Women.,1,0,visible,,"? Traditional Micro Gold Polished Semi Precious Stone Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with green and white coloured semi precious stones and pearl drops.\n? Comes micro gold polished. \n? It has copper metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,23,,0,0,,,,,0,,,400,Jewellery > Earrings > Bugadi,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065610360.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065610371.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065610372.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065610373.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065610384.jpg",,,,,,,,,0,,,,,,,,
34161,simple,EAR1253ON,Traditional Micro Gold Polished Semi Precious Stone Earrings for Women.,1,0,visible,,"? Traditional Micro Gold Polished Semi Precious Stone Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with ruby and white coloured semi precious stones and pearl drops.\n? Comes micro gold polished. \n? It has copper metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,22,,0,0,,,,,0,,,400,Jewellery > Earrings > Bugadi,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065606220.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065606231.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065606232.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065606233.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065606244.jpg",,,,,,,,,0,,,,,,,,
34162,simple,EAR1252ON,Traditional Micro Gold Polished Semi Precious Stone Earrings for Women.,1,0,visible,,"? Traditional Micro Gold Polished Semi Precious Stone Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with ruby and white coloured semi precious stones and pearl drops.\n? Comes micro gold polished. \n? It has copper metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,22,,0,0,,,,,0,,,500,Jewellery > Earrings > Bugadi,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065599570.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065599571.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065599572.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065599583.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065599584.jpg",,,,,,,,,0,,,,,,,,
34163,simple,EAR1251ON,Traditional Micro Gold Polished Semi Precious Stone Earrings for Women.,1,0,visible,,"? Traditional Micro Gold Polished Semi Precious Stone Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with ruby and white coloured semi precious stones and pearl drops.\n? Comes micro gold polished. \n? It has copper metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,1,,0,0,,,,,0,,,600,Jewellery > Earrings > Bugadi,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065598230.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065598231.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065598232.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065598243.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065598244.jpg",,,,,,,,,0,,,,,,,,
34164,simple,EAR1250ON,Traditional Micro Gold Polished Semi Precious Stone Earrings for Women.,1,0,visible,,"? Traditional Micro Gold Polished Semi Precious Stone Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with ruby and white coloured semi precious stones and pearl drops.\n? Comes micro gold polished. \n? It has copper metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,1,,0,0,,,,,0,,,600,Jewellery > Earrings > Bugadi,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065595690.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065595691.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065595692.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065595703.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065595704.jpg",,,,,,,,,0,,,,,,,,
34165,simple,EAR1249ON,Traditional Micro Gold Polished Semi Precious Stone Earrings for Women.,1,0,visible,,"? Traditional Micro Gold Polished Semi Precious Stone Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with ruby and white coloured semi precious stones and pearl drops.\n? Comes micro gold polished. \n? It has copper metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,20,,0,0,,,,,0,,,500,Jewellery > Earrings > Bugadi,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065593950.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065593951.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065593952.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065593953.jpg",,,,,,,,,0,,,,,,,,
34167,simple,EAR1248ON,Traditional Micro Gold Polished Semi Precious Stone Earrings for Women.,1,0,visible,,"? Traditional Micro Gold Polished Semi Precious Stone Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with ruby and white coloured semi precious stones and pearl drops.\n? Comes micro gold polished. \n? It has copper metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,22,,0,0,,,,,0,,,500,Jewellery > Earrings > Bugadi,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065591490.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065591491.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065591502.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065591503.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16065591504.jpg",,,,,,,,,0,,,,,,,,
